-0.661201,62.809338
0.910947,34.806111
0.905620,43.177863
0.471139,59.426937
-0.974906,56.686525
-1.234159,-0.283146
-1.121817,38.703112
1.054926,55.774151
1.075670,59.734063
1.263549,74.020119
-0.330325,49.916875
1.034985,73.706207
-1.860950,-87.145066
-1.993237,-91.783363
0.229362,7.726354
0.728753,9.160803
-0.959121,7.828568
0.406893,68.706310
-0.125897,47.790738
-1.148833,44.801656
-0.680324,43.746677
-0.050242,39.203806
-1.369290,17.143857
0.372136,56.628305
-1.587692,27.560849
-0.332245,54.568372
1.090035,76.287267
0.396188,55.374958
1.856016,396.181880
0.205254,21.262976
1.738446,282.320153
1.418848,167.787587
-1.238837,51.371850
-0.749360,31.207043
-0.688400,33.697914
1.787430,333.316578
1.616417,207.401009
-0.211428,65.316073
0.160497,7.093471
1.366560,155.162730
1.972517,531.687153
-0.082100,71.886971
-1.549011,10.890619
1.039400,87.581215
-1.427106,18.985384
0.618236,37.148155
-1.410149,-7.018669
1.078909,53.257687
1.679683,276.229491
1.543431,192.614555
1.577345,194.406589
0.213092,30.389610
1.490859,198.403272
0.164288,12.091638
1.609135,194.508987
-0.927522,14.781401
0.770429,58.695562
-0.593757,20.251123
1.789794,347.865759
-0.596543,60.415292
0.987609,67.571816
1.001109,28.379834
1.690228,292.661172
0.871194,70.766398
1.439849,163.395565
1.636623,258.086516
-1.796603,-53.223062
-1.128481,-0.591713
-0.638115,48.828722
-0.867669,23.677326
