0.285598,5.137880
0.918741,1.701509
-1.478752,-794.194496
0.064149,24.746834
-1.384080,-452.925279
0.179644,-4.066410
0.186419,0.641485
-0.014936,26.141975
1.851707,2368.988931
1.791140,1683.053070
-0.586434,19.565376
0.266689,-2.602525
-0.230503,-18.520262
-0.463807,-25.904312
0.773924,6.047003
-1.425965,-591.280708
1.375410,79.450971
1.241360,27.375409
-0.382106,-40.615407
-0.327632,-0.596360
-0.979509,-19.989358
-1.815277,-4649.049668
0.947939,9.533922
1.658668,784.742304
-1.320950,-320.929459
-1.259176,-164.128243
0.764293,-17.398652
1.276589,17.201327
-1.764303,-3659.276334
0.368534,-3.877119
0.523001,2.880196
-0.921832,13.717485
-0.274502,-12.364936
1.893640,2951.694154
-1.062321,-103.725719
-0.322480,-21.002930
0.582201,-1.202189
-1.348453,-352.196102
-0.238293,12.857043
-0.866896,-2.961525
-1.271659,-216.912499
-0.177666,14.851553
1.611060,559.149935
-0.338372,7.275862
-1.904318,-7109.900642
-1.209554,-142.399222
-0.734598,-25.336954
0.586334,10.323212
0.362169,15.138775
1.564010,399.478779
-0.112213,-4.293604
1.179704,-33.002102
1.411850,142.629255
-0.539025,-4.314888
0.005440,6.599311
-0.612985,34.532991
-0.273421,-21.905960
1.146907,-2.754227
1.970809,4387.967774
1.846470,2264.707181
0.540925,-8.879902
-0.409659,-25.872337
1.051831,7.718860
-1.481286,-759.254984
-0.643470,-18.485956
1.268541,1.370084
-1.580803,-1378.308944
0.161194,-35.032347
-0.542267,-10.483042
1.234270,32.967561
